,Пол,Семейное_положение,Возраст,Высшее_образование,Профессия,Опыт_работы,Уровень_расходов,Размер_семьи,Анонимная_категория,Целевая_категория
88,0,1.0,37,1.0,1.0,1.0,1,2.0,7.0,1
89,1,1.0,46,1.0,7.0,0.0,1,3.0,6.0,3
90,1,1.0,55,0.0,7.0,1.0,1,4.0,3.0,2
91,0,1.0,47,0.0,4.0,9.0,2,4.0,4.0,2
92,0,0.0,28,1.0,2.0,1.0,3,3.0,3.0,4
93,1,1.0,39,0.0,3.0,9.0,3,2.0,3.0,4
94,0,1.0,27,0.0,8.0,1.0,3,2.0,6.0,1
95,1,1.0,72,1.0,1.0,0.0,2,2.0,6.0,3
96,0,1.0,28,1.0,4.0,0.0,3,2.0,6.0,1
97,1,0.0,35,1.0,3.0,8.0,3,5.0,6.0,3
98,1,1.0,39,1.0,7.0,9.0,1,5.0,2.0,1
99,1,0.0,18,0.0,2.0,6.0,3,4.0,4.0,4
100,0,1.0,50,1.0,4.0,1.0,1,2.0,4.0,2
101,1,0.0,30,0.0,7.0,5.0,3,5.0,6.0,1
102,0,0.0,39,1.0,1.0,3.0,3,4.0,6.0,4
103,0,0.0,29,0.0,8.0,8.0,3,4.0,6.0,4
104,0,1.0,37,1.0,1.0,4.0,3,4.0,5.0,2
105,0,1.0,39,1.0,4.0,0.0,2,2.0,6.0,1
106,0,1.0,48,1.0,1.0,0.0,2,5.0,7.0,3
107,0,0.0,32,1.0,5.0,0.0,3,3.0,6.0,3
108,0,1.0,43,0.0,4.0,0.0,2,5.0,4.0,2
109,1,0.0,29,0.0,8.0,8.0,3,5.0,6.0,3
110,0,1.0,28,0.0,4.0,9.0,2,2.0,4.0,1
111,1,1.0,80,1.0,6.0,1.0,3,1.0,6.0,2
112,0,0.0,28,1.0,2.0,7.0,3,4.0,6.0,4
113,1,1.0,71,1.0,1.0,6.0,2,3.0,6.0,3
114,1,1.0,67,0.0,6.0,0.0,1,9.0,4.0,1
115,0,0.0,26,0.0,4.0,0.0,3,1.0,2.0,1
116,0,1.0,47,1.0,4.0,0.0,2,2.0,6.0,3
117,0,1.0,43,1.0,1.0,2.0,2,2.0,6.0,2
118,0,1.0,45,1.0,8.0,8.0,3,4.0,6.0,4
119,1,1.0,76,0.0,7.0,1.0,3,1.0,6.0,3
120,0,1.0,43,1.0,1.0,3.0,2,4.0,6.0,3
121,0,1.0,78,1.0,6.0,1.0,1,2.0,6.0,2
122,1,1.0,35,1.0,1.0,3.0,2,3.0,6.0,3
123,0,0.0,49,1.0,1.0,1.0,3,1.0,6.0,3
124,0,0.0,25,1.0,2.0,1.0,3,5.0,6.0,4
125,1,1.0,37,0.0,7.0,0.0,2,5.0,6.0,1
126,1,1.0,60,1.0,5.0,0.0,2,2.0,6.0,3
127,0,1.0,45,1.0,1.0,5.0,2,3.0,6.0,3
128,0,1.0,49,1.0,9.0,9.0,2,3.0,6.0,3
129,1,0.0,32,1.0,1.0,0.0,3,5.0,6.0,4
130,0,1.0,40,1.0,1.0,0.0,3,3.0,3.0,2
131,1,1.0,59,0.0,1.0,2.0,2,2.0,4.0,3
132,1,1.0,48,1.0,1.0,3.0,3,5.0,6.0,2
133,1,1.0,82,1.0,7.0,0.0,1,2.0,6.0,3
134,0,1.0,70,1.0,6.0,0.0,3,2.0,6.0,2
135,1,0.0,31,1.0,1.0,5.0,3,2.0,6.0,2
136,1,1.0,50,1.0,1.0,3.0,2,4.0,6.0,3
137,0,0.0,23,0.0,4.0,11.0,3,1.0,3.0,4
138,0,0.0,20,0.0,2.0,2.0,3,6.0,6.0,4
139,0,0.0,22,0.0,2.0,4.0,3,3.0,6.0,4
140,0,0.0,31,1.0,4.0,8.0,3,1.0,6.0,1
141,1,1.0,40,1.0,1.0,4.0,2,4.0,6.0,3
142,0,0.0,40,1.0,1.0,1.0,3,1.0,6.0,1
143,0,0.0,21,0.0,5.0,1.0,3,3.0,7.0,1
144,0,1.0,41,0.0,4.0,4.0,2,2.0,6.0,4
145,1,1.0,40,1.0,1.0,0.0,3,2.0,6.0,2
146,1,1.0,53,1.0,1.0,1.0,2,3.0,6.0,2
147,0,1.0,42,1.0,1.0,5.0,3,2.0,6.0,3
148,1,1.0,42,0.0,7.0,8.0,3,2.0,6.0,4
149,1,1.0,59,1.0,1.0,7.0,3,2.0,6.0,3
150,1,1.0,41,1.0,7.0,1.0,2,3.0,6.0,1
151,0,1.0,31,1.0,1.0,0.0,2,2.0,6.0,1
152,0,1.0,49,1.0,1.0,1.0,1,5.0,6.0,2
153,1,1.0,67,1.0,7.0,1.0,3,2.0,6.0,1
154,1,1.0,35,0.0,1.0,4.0,2,2.0,6.0,2
155,0,0.0,26,1.0,2.0,0.0,3,3.0,6.0,3
156,0,1.0,25,0.0,4.0,6.0,2,8.0,4.0,4
157,0,1.0,39,1.0,2.0,4.0,3,2.0,6.0,1
158,1,1.0,63,1.0,3.0,0.0,3,2.0,6.0,1
159,1,0.0,23,0.0,2.0,8.0,3,3.0,6.0,4
160,0,0.0,23,0.0,2.0,0.0,3,3.0,3.0,4
161,0,1.0,53,1.0,1.0,2.0,3,1.0,6.0,3
162,1,0.0,33,1.0,5.0,0.0,3,2.0,6.0,2
163,0,1.0,69,1.0,4.0,0.0,3,2.0,4.0,2
164,1,0.0,37,1.0,1.0,2.0,3,1.0,6.0,2
165,0,0.0,20,0.0,8.0,3.0,3,4.0,7.0,3
166,0,1.0,49,1.0,5.0,1.0,2,4.0,6.0,3
167,0,1.0,52,1.0,5.0,0.0,2,2.0,6.0,3
168,1,1.0,28,1.0,4.0,0.0,2,2.0,6.0,1
169,0,0.0,28,1.0,1.0,7.0,3,3.0,6.0,1
170,1,0.0,20,0.0,2.0,0.0,3,5.0,7.0,4
171,0,0.0,27,0.0,9.0,8.0,3,1.0,3.0,4
172,1,1.0,45,1.0,1.0,4.0,2,4.0,6.0,2
173,1,0.0,25,1.0,2.0,1.0,3,4.0,4.0,2
174,1,0.0,40,0.0,8.0,1.0,3,1.0,4.0,4
175,0,1.0,67,1.0,6.0,0.0,1,2.0,6.0,2
176,0,0.0,38,1.0,1.0,9.0,3,1.0,3.0,1
177,1,0.0,28,0.0,2.0,0.0,3,4.0,2.0,3
178,0,0.0,32,0.0,2.0,1.0,3,5.0,7.0,2
179,0,1.0,56,0.0,6.0,1.0,1,4.0,4.0,2
180,0,1.0,53,1.0,1.0,1.0,3,2.0,6.0,3
181,1,1.0,57,0.0,7.0,1.0,1,5.0,6.0,3
182,0,1.0,59,1.0,1.0,0.0,2,3.0,6.0,3
183,0,1.0,25,1.0,2.0,1.0,1,4.0,4.0,1
184,1,1.0,59,1.0,1.0,0.0,2,6.0,6.0,3
185,0,1.0,36,1.0,1.0,0.0,3,4.0,6.0,3
186,1,1.0,37,1.0,3.0,7.0,3,2.0,6.0,1
187,1,0.0,22,0.0,5.0,1.0,3,3.0,2.0,4
188,1,1.0,43,1.0,1.0,1.0,3,2.0,6.0,2
189,1,1.0,41,1.0,1.0,1.0,3,2.0,4.0,1
190,0,0.0,21,0.0,4.0,0.0,3,5.0,2.0,2
191,1,0.0,38,1.0,5.0,8.0,3,1.0,2.0,2
192,1,1.0,70,1.0,6.0,1.0,1,3.0,6.0,3
193,0,0.0,31,0.0,4.0,1.0,3,4.0,6.0,2
194,0,1.0,82,0.0,6.0,0.0,2,2.0,6.0,1
195,1,0.0,38,1.0,1.0,8.0,3,3.0,2.0,1
196,1,1.0,18,0.0,7.0,0.0,1,4.0,6.0,1
197,1,1.0,50,1.0,1.0,6.0,2,3.0,6.0,3
198,0,1.0,72,0.0,6.0,1.0,1,3.0,6.0,4
199,0,0.0,25,0.0,9.0,1.0,3,7.0,4.0,2
200,0,1.0,75,0.0,3.0,2.0,1,2.0,2.0,4
201,1,0.0,72,1.0,1.0,1.0,3,1.0,6.0,2
202,0,1.0,72,1.0,1.0,0.0,2,3.0,4.0,3
203,1,1.0,36,1.0,3.0,6.0,3,6.0,4.0,1
204,1,1.0,40,1.0,1.0,1.0,3,2.0,6.0,1
205,0,0.0,28,1.0,3.0,0.0,3,4.0,6.0,3
206,0,0.0,28,1.0,5.0,0.0,3,3.0,6.0,4
207,1,1.0,43,1.0,1.0,0.0,3,2.0,4.0,2
208,0,1.0,35,1.0,1.0,1.0,2,2.0,6.0,2
209,1,1.0,52,1.0,7.0,7.0,1,4.0,4.0,3
211,0,1.0,69,0.0,4.0,9.0,3,3.0,6.0,1
212,0,0.0,22,0.0,2.0,3.0,3,3.0,6.0,4
213,1,1.0,47,1.0,7.0,1.0,2,4.0,6.0,3
214,1,1.0,29,1.0,8.0,1.0,1,2.0,3.0,1
215,1,1.0,46,1.0,1.0,1.0,2,3.0,3.0,3
216,1,0.0,32,1.0,1.0,1.0,3,2.0,6.0,1
217,0,0.0,38,1.0,2.0,0.0,3,1.0,2.0,3
218,1,1.0,59,1.0,1.0,0.0,3,1.0,6.0,2
219,0,0.0,26,1.0,3.0,1.0,3,1.0,6.0,4
220,1,0.0,26,1.0,2.0,1.0,3,2.0,3.0,1
221,1,0.0,28,0.0,8.0,0.0,3,1.0,3.0,4
222,0,1.0,53,1.0,4.0,1.0,2,3.0,6.0,3
223,1,0.0,26,0.0,4.0,0.0,3,4.0,4.0,4
224,0,0.0,31,0.0,3.0,0.0,3,2.0,6.0,4
225,1,1.0,39,1.0,7.0,1.0,1,3.0,3.0,2
226,0,1.0,43,0.0,4.0,1.0,3,3.0,7.0,1
227,1,1.0,25,0.0,5.0,1.0,3,2.0,1.0,1
228,1,1.0,40,1.0,1.0,3.0,1,3.0,6.0,1
229,0,1.0,40,1.0,3.0,7.0,2,2.0,3.0,2
230,0,0.0,19,0.0,2.0,1.0,3,2.0,6.0,4
231,0,1.0,86,1.0,6.0,0.0,1,2.0,6.0,2
232,0,1.0,27,1.0,1.0,4.0,2,2.0,3.0,3
233,0,1.0,70,0.0,5.0,0.0,2,2.0,6.0,2
234,0,1.0,53,0.0,4.0,8.0,2,4.0,4.0,2
235,1,1.0,43,0.0,7.0,0.0,1,4.0,6.0,1
236,1,1.0,36,0.0,5.0,6.0,3,3.0,6.0,1
237,1,1.0,74,1.0,6.0,0.0,3,2.0,6.0,3
238,0,0.0,30,0.0,9.0,0.0,3,4.0,6.0,4
239,0,0.0,37,1.0,1.0,5.0,3,2.0,6.0,2
240,0,0.0,22,0.0,8.0,0.0,3,1.0,5.0,2
241,1,1.0,70,1.0,4.0,4.0,1,2.0,6.0,2
242,1,1.0,89,1.0,6.0,13.0,3,1.0,6.0,1
243,1,0.0,25,1.0,5.0,6.0,3,1.0,2.0,4
244,0,0.0,45,1.0,1.0,4.0,3,1.0,3.0,1
245,0,0.0,35,1.0,1.0,3.0,3,1.0,4.0,1
246,0,1.0,37,0.0,4.0,7.0,3,1.0,4.0,4
247,0,1.0,39,0.0,4.0,4.0,2,2.0,6.0,2
248,0,0.0,32,1.0,2.0,1.0,3,5.0,4.0,4
249,0,1.0,62,1.0,1.0,2.0,2,3.0,6.0,3
250,0,1.0,58,1.0,4.0,0.0,2,4.0,4.0,2
251,1,0.0,25,0.0,2.0,0.0,3,5.0,6.0,3
252,0,0.0,36,1.0,3.0,10.0,3,2.0,6.0,1
253,0,0.0,30,0.0,2.0,8.0,3,3.0,6.0,1
254,1,0.0,19,0.0,2.0,1.0,3,5.0,6.0,4
255,1,0.0,27,1.0,2.0,0.0,3,2.0,6.0,1
256,0,0.0,38,1.0,5.0,14.0,3,1.0,6.0,1
257,1,1.0,46,1.0,1.0,8.0,2,2.0,6.0,3
258,1,0.0,29,1.0,1.0,3.0,3,1.0,6.0,2
259,1,1.0,51,0.0,3.0,1.0,2,4.0,7.0,2
261,0,1.0,69,1.0,4.0,1.0,3,1.0,3.0,1
262,0,0.0,26,0.0,2.0,1.0,3,8.0,7.0,3
263,0,1.0,83,1.0,6.0,0.0,3,3.0,6.0,1
264,0,0.0,39,1.0,2.0,9.0,3,1.0,6.0,4
265,1,1.0,35,1.0,1.0,9.0,3,1.0,6.0,1
266,1,1.0,19,0.0,8.0,2.0,1,5.0,6.0,3
267,0,0.0,29,0.0,2.0,1.0,3,3.0,6.0,2
268,0,0.0,26,0.0,5.0,0.0,3,1.0,6.0,4
269,1,0.0,36,1.0,4.0,8.0,3,1.0,6.0,1
270,0,0.0,22,0.0,9.0,0.0,3,4.0,6.0,4
271,1,0.0,19,0.0,8.0,0.0,3,5.0,6.0,1
272,0,1.0,20,1.0,6.0,1.0,2,3.0,3.0,1
273,1,0.0,43,1.0,2.0,3.0,3,3.0,6.0,4
274,1,0.0,43,1.0,3.0,1.0,3,2.0,4.0,1
275,0,1.0,50,1.0,4.0,4.0,1,3.0,6.0,2
276,1,0.0,25,1.0,3.0,1.0,3,2.0,6.0,1
277,1,1.0,61,0.0,1.0,1.0,1,2.0,6.0,2
278,0,1.0,28,1.0,2.0,0.0,2,2.0,6.0,1
279,1,0.0,38,1.0,1.0,1.0,3,1.0,6.0,4
280,1,0.0,25,0.0,7.0,12.0,3,3.0,6.0,1
281,0,0.0,18,0.0,2.0,9.0,3,5.0,4.0,4
282,1,1.0,43,1.0,3.0,1.0,2,5.0,5.0,3
283,0,0.0,27,1.0,1.0,8.0,3,1.0,6.0,2
284,0,0.0,60,1.0,3.0,1.0,3,2.0,6.0,4
285,1,0.0,23,0.0,5.0,6.0,3,4.0,2.0,4
286,1,0.0,36,1.0,1.0,8.0,3,1.0,6.0,1
287,1,0.0,30,0.0,5.0,1.0,3,1.0,3.0,3
288,1,1.0,56,0.0,1.0,1.0,2,2.0,6.0,3
289,0,1.0,52,1.0,1.0,2.0,3,2.0,6.0,3
290,1,1.0,39,1.0,3.0,0.0,3,1.0,6.0,4
291,0,0.0,35,0.0,1.0,5.0,3,1.0,6.0,1
292,1,1.0,33,0.0,4.0,0.0,2,2.0,6.0,2
293,0,0.0,25,1.0,1.0,0.0,3,6.0,6.0,1
294,0,1.0,27,1.0,1.0,0.0,2,2.0,4.0,2
295,1,1.0,35,1.0,1.0,1.0,1,3.0,6.0,1
296,0,1.0,41,1.0,1.0,1.0,2,2.0,6.0,3
297,0,1.0,46,0.0,1.0,8.0,2,2.0,6.0,2
298,1,1.0,43,1.0,5.0,13.0,1,2.0,6.0,2
299,0,1.0,30,1.0,1.0,8.0,3,4.0,6.0,1
300,0,1.0,70,1.0,1.0,1.0,2,4.0,6.0,3
301,0,1.0,89,0.0,6.0,3.0,1,1.0,6.0,4
302,0,1.0,42,0.0,9.0,6.0,1,4.0,6.0,2
303,0,1.0,37,1.0,3.0,6.0,2,3.0,4.0,1
304,1,1.0,29,0.0,7.0,1.0,2,3.0,6.0,4
305,0,0.0,25,0.0,4.0,1.0,3,1.0,4.0,4
306,0,1.0,48,1.0,5.0,0.0,3,2.0,6.0,3
307,0,1.0,51,1.0,5.0,1.0,2,3.0,1.0,3
308,0,1.0,40,1.0,4.0,1.0,1,5.0,2.0,2
309,1,1.0,47,1.0,1.0,0.0,2,6.0,7.0,2
310,1,1.0,35,1.0,7.0,1.0,2,4.0,6.0,3
311,0,0.0,19,0.0,2.0,2.0,3,3.0,6.0,4
312,1,1.0,46,1.0,3.0,0.0,2,3.0,4.0,2
313,1,1.0,86,1.0,6.0,0.0,3,1.0,6.0,2
314,1,1.0,66,1.0,1.0,0.0,1,2.0,6.0,2
315,1,0.0,42,0.0,8.0,1.0,3,5.0,4.0,4
316,1,1.0,72,0.0,4.0,1.0,3,1.0,6.0,1
317,1,1.0,53,1.0,1.0,0.0,3,3.0,6.0,2
318,0,1.0,39,1.0,1.0,8.0,2,2.0,6.0,3
319,0,0.0,27,0.0,9.0,9.0,3,1.0,6.0,4
320,0,0.0,23,0.0,2.0,1.0,3,3.0,4.0,4
321,0,0.0,30,1.0,3.0,0.0,3,4.0,6.0,2
322,0,1.0,39,1.0,1.0,5.0,2,2.0,6.0,3
323,1,1.0,26,1.0,1.0,1.0,2,3.0,6.0,2
324,0,1.0,50,1.0,3.0,7.0,3,3.0,6.0,1
325,0,1.0,45,1.0,1.0,1.0,2,2.0,6.0,3
326,0,0.0,62,0.0,3.0,2.0,3,1.0,6.0,1
327,0,0.0,27,1.0,5.0,1.0,3,3.0,6.0,1
328,0,1.0,30,0.0,4.0,1.0,2,7.0,4.0,1
329,1,0.0,32,0.0,2.0,7.0,3,4.0,3.0,1
330,1,0.0,47,0.0,1.0,3.0,3,3.0,5.0,2
331,0,0.0,32,1.0,1.0,4.0,3,4.0,2.0,1
332,0,1.0,32,0.0,4.0,5.0,3,3.0,1.0,1
333,1,1.0,67,1.0,5.0,1.0,2,4.0,6.0,2
334,1,0.0,31,0.0,3.0,1.0,3,1.0,4.0,1
335,1,1.0,42,1.0,1.0,0.0,3,3.0,4.0,1
336,1,1.0,50,1.0,1.0,1.0,2,4.0,2.0,3
337,1,1.0,71,1.0,1.0,0.0,2,5.0,6.0,3
338,0,1.0,72,0.0,6.0,1.0,3,3.0,6.0,1
339,1,1.0,45,1.0,1.0,9.0,2,2.0,6.0,3
340,0,0.0,40,0.0,4.0,9.0,3,5.0,4.0,1
341,0,0.0,36,1.0,4.0,4.0,3,1.0,6.0,1
342,1,0.0,30,0.0,2.0,4.0,3,4.0,6.0,4
343,0,0.0,29,1.0,2.0,2.0,3,4.0,4.0,2
344,1,0.0,28,1.0,4.0,0.0,3,5.0,4.0,4
345,0,1.0,52,1.0,1.0,14.0,2,2.0,6.0,3
346,1,0.0,26,0.0,1.0,6.0,3,6.0,5.0,4
347,0,0.0,55,1.0,8.0,3.0,3,1.0,6.0,2
348,0,0.0,20,0.0,5.0,4.0,3,4.0,6.0,4
349,0,1.0,87,1.0,6.0,0.0,1,2.0,6.0,3
350,1,0.0,28,0.0,2.0,0.0,3,2.0,4.0,1
351,1,0.0,38,0.0,1.0,2.0,3,2.0,3.0,1
352,1,1.0,42,0.0,3.0,1.0,3,2.0,4.0,2
353,1,1.0,42,0.0,8.0,0.0,1,6.0,4.0,1
354,0,0.0,29,0.0,4.0,1.0,3,4.0,6.0,4
355,1,0.0,32,1.0,5.0,0.0,3,4.0,6.0,1
356,0,1.0,59,0.0,1.0,1.0,1,2.0,6.0,3
357,1,0.0,22,0.0,2.0,0.0,3,2.0,3.0,4
358,0,1.0,78,1.0,1.0,1.0,1,2.0,6.0,3
359,0,0.0,32,1.0,2.0,0.0,3,3.0,4.0,1
360,1,1.0,37,1.0,1.0,0.0,2,4.0,7.0,3
361,1,1.0,37,1.0,2.0,1.0,1,4.0,6.0,2
362,1,1.0,47,0.0,1.0,0.0,1,4.0,6.0,2
363,0,1.0,68,1.0,6.0,0.0,1,2.0,6.0,1
364,1,0.0,30,1.0,2.0,3.0,3,5.0,1.0,3
365,0,1.0,48,1.0,3.0,2.0,3,1.0,1.0,1
366,0,0.0,43,1.0,1.0,6.0,3,1.0,6.0,3
367,1,1.0,33,1.0,2.0,9.0,3,2.0,6.0,4
368,1,1.0,31,0.0,2.0,0.0,2,5.0,4.0,4
369,1,1.0,32,1.0,2.0,1.0,3,2.0,6.0,4
370,0,0.0,29,0.0,9.0,2.0,3,4.0,3.0,4
371,0,1.0,35,1.0,1.0,1.0,3,2.0,4.0,1
372,1,1.0,46,0.0,1.0,0.0,3,3.0,4.0,1
373,0,1.0,38,1.0,1.0,9.0,1,2.0,2.0,2
374,0,0.0,32,1.0,2.0,1.0,3,3.0,6.0,3
375,0,0.0,28,1.0,1.0,3.0,3,7.0,2.0,1
376,0,1.0,68,1.0,6.0,3.0,3,1.0,6.0,1
377,0,1.0,45,1.0,1.0,4.0,3,1.0,6.0,3
378,1,1.0,58,1.0,1.0,0.0,2,3.0,7.0,3
379,1,0.0,28,0.0,3.0,1.0,3,2.0,7.0,1
380,0,0.0,32,0.0,2.0,12.0,3,3.0,6.0,1
381,1,0.0,30,1.0,5.0,1.0,3,1.0,3.0,2
382,0,1.0,42,0.0,9.0,3.0,2,4.0,6.0,4
383,0,0.0,18,0.0,2.0,6.0,3,4.0,7.0,4
384,0,1.0,29,1.0,2.0,8.0,3,3.0,3.0,4
385,0,0.0,33,1.0,2.0,0.0,3,3.0,6.0,1
386,0,1.0,57,1.0,5.0,1.0,3,2.0,7.0,1
387,1,1.0,36,1.0,7.0,1.0,3,3.0,6.0,4
388,1,0.0,18,0.0,2.0,1.0,3,2.0,6.0,4
389,1,1.0,52,1.0,1.0,1.0,2,6.0,6.0,3
390,0,1.0,37,1.0,3.0,0.0,2,2.0,1.0,2
391,1,0.0,36,1.0,8.0,0.0,3,1.0,6.0,1
392,0,0.0,29,1.0,2.0,9.0,3,3.0,4.0,1
393,1,1.0,45,1.0,1.0,1.0,2,4.0,3.0,3
394,1,0.0,61,1.0,1.0,0.0,3,1.0,6.0,2
395,1,1.0,52,1.0,3.0,1.0,2,4.0,6.0,1
396,0,1.0,49,1.0,9.0,14.0,3,1.0,6.0,1
397,0,0.0,31,0.0,2.0,1.0,3,5.0,4.0,3
398,1,1.0,42,0.0,3.0,1.0,3,3.0,4.0,1
399,1,1.0,51,1.0,4.0,1.0,2,5.0,6.0,3
400,0,0.0,42,1.0,2.0,8.0,3,1.0,7.0,4
401,1,0.0,29,1.0,5.0,1.0,3,4.0,6.0,3
402,0,0.0,33,1.0,2.0,8.0,3,1.0,4.0,1
403,0,0.0,21,0.0,2.0,0.0,3,4.0,2.0,4
404,1,1.0,35,0.0,1.0,9.0,2,3.0,6.0,2
405,0,0.0,42,1.0,5.0,0.0,3,1.0,6.0,1
406,0,0.0,41,1.0,1.0,2.0,3,1.0,6.0,3
407,1,0.0,39,1.0,1.0,0.0,3,3.0,6.0,2
408,0,0.0,28,0.0,5.0,14.0,3,1.0,6.0,1
409,1,1.0,62,1.0,1.0,0.0,2,4.0,6.0,3
410,1,1.0,65,1.0,3.0,1.0,2,2.0,6.0,3
411,1,1.0,45,1.0,5.0,1.0,2,2.0,3.0,1
412,0,1.0,26,1.0,4.0,9.0,3,2.0,6.0,2
