,Пол,Семейное_положение,Возраст,Высшее_образование,Профессия,Опыт_работы,Уровень_расходов,Размер_семьи,Анонимная_категория,Целевая_категория
70,0,0.0,19,0.0,8.0,1.0,3,3.0,4.0,1
71,1,0.0,32,0.0,2.0,7.0,3,5.0,6.0,4
72,1,1.0,52,1.0,1.0,0.0,2,3.0,6.0,3
73,0,1.0,36,1.0,1.0,5.0,3,2.0,6.0,3
74,0,0.0,42,0.0,3.0,7.0,3,3.0,4.0,4
75,1,1.0,40,0.0,5.0,0.0,2,2.0,3.0,4
76,1,0.0,39,1.0,3.0,0.0,3,3.0,1.0,2
77,0,1.0,47,1.0,1.0,1.0,2,4.0,3.0,3
78,0,1.0,61,1.0,1.0,1.0,1,2.0,6.0,3
79,1,1.0,32,0.0,3.0,1.0,3,2.0,3.0,4
80,1,1.0,55,0.0,1.0,0.0,3,1.0,6.0,2
81,0,0.0,38,1.0,1.0,0.0,3,1.0,6.0,4
82,1,1.0,63,1.0,1.0,0.0,1,2.0,6.0,3
83,1,1.0,58,1.0,5.0,1.0,2,2.0,6.0,3
84,1,1.0,30,0.0,4.0,3.0,2,3.0,4.0,4
85,1,1.0,60,1.0,1.0,0.0,2,4.0,6.0,3
86,1,1.0,68,0.0,7.0,1.0,1,7.0,6.0,2
87,1,1.0,52,0.0,1.0,0.0,3,3.0,4.0,1
88,1,1.0,38,0.0,7.0,0.0,1,5.0,6.0,1
89,0,1.0,35,1.0,2.0,10.0,3,2.0,6.0,2
90,1,0.0,18,0.0,5.0,1.0,3,2.0,6.0,4
91,1,1.0,30,1.0,9.0,3.0,3,2.0,1.0,4
92,1,0.0,86,0.0,6.0,1.0,3,1.0,6.0,4
93,1,0.0,25,0.0,2.0,9.0,3,3.0,6.0,4
95,1,0.0,47,1.0,1.0,1.0,3,1.0,6.0,3
96,1,1.0,43,1.0,7.0,0.0,1,3.0,6.0,4
97,1,1.0,36,0.0,7.0,8.0,2,4.0,1.0,2
98,1,1.0,80,0.0,6.0,1.0,3,1.0,6.0,4
99,1,0.0,36,1.0,1.0,0.0,3,2.0,2.0,3
100,0,1.0,37,1.0,1.0,1.0,1,2.0,7.0,1
101,1,1.0,46,1.0,7.0,0.0,1,3.0,6.0,3
102,1,1.0,55,0.0,7.0,1.0,1,4.0,3.0,2
103,0,1.0,47,0.0,4.0,9.0,2,4.0,4.0,2
104,0,0.0,28,1.0,2.0,1.0,3,3.0,3.0,4
105,1,1.0,39,0.0,3.0,9.0,3,2.0,3.0,4
106,0,1.0,27,0.0,8.0,1.0,3,2.0,6.0,1
107,1,1.0,72,1.0,1.0,0.0,2,2.0,6.0,3
108,0,1.0,28,1.0,4.0,0.0,3,2.0,6.0,1
109,1,0.0,35,1.0,3.0,8.0,3,5.0,6.0,3
110,1,1.0,39,1.0,7.0,9.0,1,5.0,2.0,1
112,1,0.0,18,0.0,2.0,6.0,3,4.0,4.0,4
113,0,1.0,50,1.0,4.0,1.0,1,2.0,4.0,2
114,1,0.0,30,0.0,7.0,5.0,3,5.0,6.0,1
115,0,0.0,39,1.0,1.0,3.0,3,4.0,6.0,4
116,0,0.0,29,0.0,8.0,8.0,3,4.0,6.0,4
117,0,1.0,37,1.0,1.0,4.0,3,4.0,5.0,2
118,0,1.0,39,1.0,4.0,0.0,2,2.0,6.0,1
119,0,1.0,48,1.0,1.0,0.0,2,5.0,7.0,3
120,0,0.0,32,1.0,5.0,0.0,3,3.0,6.0,3
121,0,1.0,43,0.0,4.0,0.0,2,5.0,4.0,2
122,1,0.0,29,0.0,8.0,8.0,3,5.0,6.0,3
123,0,1.0,28,0.0,4.0,9.0,2,2.0,4.0,1
124,1,1.0,80,1.0,6.0,1.0,3,1.0,6.0,2
125,0,0.0,28,1.0,2.0,7.0,3,4.0,6.0,4
126,1,1.0,71,1.0,1.0,6.0,2,3.0,6.0,3
127,1,1.0,67,0.0,6.0,0.0,1,9.0,4.0,1
128,0,0.0,26,0.0,4.0,0.0,3,1.0,2.0,1
129,0,1.0,47,1.0,4.0,0.0,2,2.0,6.0,3
130,0,1.0,43,1.0,1.0,2.0,2,2.0,6.0,2
132,0,1.0,45,1.0,8.0,8.0,3,4.0,6.0,4
133,1,1.0,76,0.0,7.0,1.0,3,1.0,6.0,3
134,0,1.0,43,1.0,1.0,3.0,2,4.0,6.0,3
135,0,1.0,78,1.0,6.0,1.0,1,2.0,6.0,2
136,1,1.0,35,1.0,1.0,3.0,2,3.0,6.0,3
137,0,0.0,49,1.0,1.0,1.0,3,1.0,6.0,3
138,0,0.0,25,1.0,2.0,1.0,3,5.0,6.0,4
139,1,1.0,37,0.0,7.0,0.0,2,5.0,6.0,1
140,1,1.0,60,1.0,5.0,0.0,2,2.0,6.0,3
141,0,1.0,45,1.0,1.0,5.0,2,3.0,6.0,3
142,0,1.0,49,1.0,9.0,9.0,2,3.0,6.0,3
143,1,0.0,32,1.0,1.0,0.0,3,5.0,6.0,4
144,0,1.0,40,1.0,1.0,0.0,3,3.0,3.0,2
145,1,1.0,59,0.0,1.0,2.0,2,2.0,4.0,3
146,1,1.0,48,1.0,1.0,3.0,3,5.0,6.0,2
147,1,1.0,82,1.0,7.0,0.0,1,2.0,6.0,3
148,0,1.0,70,1.0,6.0,0.0,3,2.0,6.0,2
149,1,0.0,31,1.0,1.0,5.0,3,2.0,6.0,2
151,1,1.0,50,1.0,1.0,3.0,2,4.0,6.0,3
152,0,0.0,23,0.0,4.0,11.0,3,1.0,3.0,4
153,0,0.0,20,0.0,2.0,2.0,3,6.0,6.0,4
154,0,0.0,22,0.0,2.0,4.0,3,3.0,6.0,4
155,0,0.0,31,1.0,4.0,8.0,3,1.0,6.0,1
157,1,1.0,40,1.0,1.0,4.0,2,4.0,6.0,3
158,0,0.0,40,1.0,1.0,1.0,3,1.0,6.0,1
159,0,0.0,21,0.0,5.0,1.0,3,3.0,7.0,1
160,0,1.0,41,0.0,4.0,4.0,2,2.0,6.0,4
161,1,1.0,40,1.0,1.0,0.0,3,2.0,6.0,2
162,1,1.0,53,1.0,1.0,1.0,2,3.0,6.0,2
163,0,1.0,42,1.0,1.0,5.0,3,2.0,6.0,3
164,1,1.0,42,0.0,7.0,8.0,3,2.0,6.0,4
165,1,1.0,59,1.0,1.0,7.0,3,2.0,6.0,3
166,1,1.0,41,1.0,7.0,1.0,2,3.0,6.0,1
167,0,1.0,31,1.0,1.0,0.0,2,2.0,6.0,1
168,0,1.0,49,1.0,1.0,1.0,1,5.0,6.0,2
169,1,1.0,67,1.0,7.0,1.0,3,2.0,6.0,1
170,1,1.0,35,0.0,1.0,4.0,2,2.0,6.0,2
171,0,0.0,26,1.0,2.0,0.0,3,3.0,6.0,3
172,0,1.0,25,0.0,4.0,6.0,2,8.0,4.0,4
173,0,1.0,39,1.0,2.0,4.0,3,2.0,6.0,1
174,1,1.0,63,1.0,3.0,0.0,3,2.0,6.0,1
175,1,0.0,23,0.0,2.0,8.0,3,3.0,6.0,4
176,0,0.0,23,0.0,2.0,0.0,3,3.0,3.0,4
177,0,1.0,53,1.0,1.0,2.0,3,1.0,6.0,3
178,1,0.0,33,1.0,5.0,0.0,3,2.0,6.0,2
179,0,1.0,69,1.0,4.0,0.0,3,2.0,4.0,2
180,1,0.0,37,1.0,1.0,2.0,3,1.0,6.0,2
181,0,0.0,20,0.0,8.0,3.0,3,4.0,7.0,3
182,0,1.0,49,1.0,5.0,1.0,2,4.0,6.0,3
184,0,1.0,52,1.0,5.0,0.0,2,2.0,6.0,3
185,1,1.0,28,1.0,4.0,0.0,2,2.0,6.0,1
186,0,0.0,28,1.0,1.0,7.0,3,3.0,6.0,1
187,1,0.0,20,0.0,2.0,0.0,3,5.0,7.0,4
188,0,0.0,27,0.0,9.0,8.0,3,1.0,3.0,4
189,1,1.0,45,1.0,1.0,4.0,2,4.0,6.0,2
190,1,0.0,25,1.0,2.0,1.0,3,4.0,4.0,2
191,1,0.0,40,0.0,8.0,1.0,3,1.0,4.0,4
192,0,1.0,67,1.0,6.0,0.0,1,2.0,6.0,2
193,0,0.0,38,1.0,1.0,9.0,3,1.0,3.0,1
194,1,0.0,28,0.0,2.0,0.0,3,4.0,2.0,3
195,0,0.0,32,0.0,2.0,1.0,3,5.0,7.0,2
196,0,1.0,56,0.0,6.0,1.0,1,4.0,4.0,2
197,0,1.0,53,1.0,1.0,1.0,3,2.0,6.0,3
198,1,1.0,57,0.0,7.0,1.0,1,5.0,6.0,3
199,0,1.0,59,1.0,1.0,0.0,2,3.0,6.0,3
200,0,1.0,25,1.0,2.0,1.0,1,4.0,4.0,1
201,1,1.0,59,1.0,1.0,0.0,2,6.0,6.0,3
202,0,1.0,36,1.0,1.0,0.0,3,4.0,6.0,3
203,1,1.0,37,1.0,3.0,7.0,3,2.0,6.0,1
204,1,0.0,22,0.0,5.0,1.0,3,3.0,2.0,4
205,1,1.0,43,1.0,1.0,1.0,3,2.0,6.0,2
206,1,1.0,41,1.0,1.0,1.0,3,2.0,4.0,1
207,0,0.0,21,0.0,4.0,0.0,3,5.0,2.0,2
208,1,0.0,38,1.0,5.0,8.0,3,1.0,2.0,2
209,1,1.0,70,1.0,6.0,1.0,1,3.0,6.0,3
210,0,0.0,31,0.0,4.0,1.0,3,4.0,6.0,2
211,0,1.0,82,0.0,6.0,0.0,2,2.0,6.0,1
212,1,0.0,38,1.0,1.0,8.0,3,3.0,2.0,1
213,1,1.0,18,0.0,7.0,0.0,1,4.0,6.0,1
214,1,1.0,50,1.0,1.0,6.0,2,3.0,6.0,3
215,0,1.0,72,0.0,6.0,1.0,1,3.0,6.0,4
216,0,0.0,25,0.0,9.0,1.0,3,7.0,4.0,2
217,0,1.0,75,0.0,3.0,2.0,1,2.0,2.0,4
218,1,0.0,72,1.0,1.0,1.0,3,1.0,6.0,2
219,0,1.0,72,1.0,1.0,0.0,2,3.0,4.0,3
220,1,1.0,36,1.0,3.0,6.0,3,6.0,4.0,1
221,1,1.0,40,1.0,1.0,1.0,3,2.0,6.0,1
222,0,0.0,28,1.0,3.0,0.0,3,4.0,6.0,3
223,0,0.0,28,1.0,5.0,0.0,3,3.0,6.0,4
224,1,1.0,43,1.0,1.0,0.0,3,2.0,4.0,2
225,0,1.0,35,1.0,1.0,1.0,2,2.0,6.0,2
227,1,1.0,52,1.0,7.0,7.0,1,4.0,4.0,3
228,0,0.0,40,1.0,1.0,1.0,3,1.0,6.0,2
229,0,1.0,69,0.0,4.0,9.0,3,3.0,6.0,1
230,0,0.0,22,0.0,2.0,3.0,3,3.0,6.0,4
231,1,1.0,47,1.0,7.0,1.0,2,4.0,6.0,3
232,1,1.0,29,1.0,8.0,1.0,1,2.0,3.0,1
233,1,1.0,46,1.0,1.0,1.0,2,3.0,3.0,3
234,1,0.0,32,1.0,1.0,1.0,3,2.0,6.0,1
235,0,0.0,38,1.0,2.0,0.0,3,1.0,2.0,3
236,1,1.0,59,1.0,1.0,0.0,3,1.0,6.0,2
237,0,0.0,26,1.0,3.0,1.0,3,1.0,6.0,4
238,1,0.0,26,1.0,2.0,1.0,3,2.0,3.0,1
239,1,0.0,28,0.0,8.0,0.0,3,1.0,3.0,4
240,0,1.0,53,1.0,4.0,1.0,2,3.0,6.0,3
242,1,0.0,26,0.0,4.0,0.0,3,4.0,4.0,4
243,0,0.0,31,0.0,3.0,0.0,3,2.0,6.0,4
244,1,1.0,39,1.0,7.0,1.0,1,3.0,3.0,2
245,0,1.0,43,0.0,4.0,1.0,3,3.0,7.0,1
246,1,1.0,25,0.0,5.0,1.0,3,2.0,1.0,1
247,1,1.0,40,1.0,1.0,3.0,1,3.0,6.0,1
248,0,1.0,40,1.0,3.0,7.0,2,2.0,3.0,2
250,0,0.0,19,0.0,2.0,1.0,3,2.0,6.0,4
251,0,1.0,86,1.0,6.0,0.0,1,2.0,6.0,2
252,0,1.0,27,1.0,1.0,4.0,2,2.0,3.0,3
253,0,1.0,70,0.0,5.0,0.0,2,2.0,6.0,2
254,0,1.0,53,0.0,4.0,8.0,2,4.0,4.0,2
255,1,1.0,43,0.0,7.0,0.0,1,4.0,6.0,1
256,1,1.0,36,0.0,5.0,6.0,3,3.0,6.0,1
257,1,1.0,74,1.0,6.0,0.0,3,2.0,6.0,3
258,0,0.0,30,0.0,9.0,0.0,3,4.0,6.0,4
259,0,0.0,37,1.0,1.0,5.0,3,2.0,6.0,2
260,0,0.0,22,0.0,8.0,0.0,3,1.0,5.0,2
262,1,1.0,70,1.0,4.0,4.0,1,2.0,6.0,2
263,1,1.0,89,1.0,6.0,13.0,3,1.0,6.0,1
264,1,0.0,25,1.0,5.0,6.0,3,1.0,2.0,4
265,0,0.0,45,1.0,1.0,4.0,3,1.0,3.0,1
266,0,0.0,35,1.0,1.0,3.0,3,1.0,4.0,1
267,0,1.0,37,0.0,4.0,7.0,3,1.0,4.0,4
268,0,1.0,39,0.0,4.0,4.0,2,2.0,6.0,2
269,0,0.0,32,1.0,2.0,1.0,3,5.0,4.0,4
270,0,1.0,62,1.0,1.0,2.0,2,3.0,6.0,3
271,0,1.0,58,1.0,4.0,0.0,2,4.0,4.0,2
272,1,0.0,25,0.0,2.0,0.0,3,5.0,6.0,3
274,0,0.0,36,1.0,3.0,10.0,3,2.0,6.0,1
275,0,0.0,30,0.0,2.0,8.0,3,3.0,6.0,1
276,1,0.0,19,0.0,2.0,1.0,3,5.0,6.0,4
277,1,0.0,27,1.0,2.0,0.0,3,2.0,6.0,1
278,0,0.0,38,1.0,5.0,14.0,3,1.0,6.0,1
279,1,1.0,46,1.0,1.0,8.0,2,2.0,6.0,3
280,1,0.0,29,1.0,1.0,3.0,3,1.0,6.0,2
281,1,1.0,51,0.0,3.0,1.0,2,4.0,7.0,2
282,1,1.0,55,0.0,1.0,0.0,3,1.0,6.0,1
283,0,1.0,69,1.0,4.0,1.0,3,1.0,3.0,1
284,0,0.0,26,0.0,2.0,1.0,3,8.0,7.0,3
285,0,1.0,83,1.0,6.0,0.0,3,3.0,6.0,1
286,0,0.0,39,1.0,2.0,9.0,3,1.0,6.0,4
287,1,1.0,35,1.0,1.0,9.0,3,1.0,6.0,1
288,1,1.0,19,0.0,8.0,2.0,1,5.0,6.0,3
289,0,0.0,29,0.0,2.0,1.0,3,3.0,6.0,2
290,0,0.0,26,0.0,5.0,0.0,3,1.0,6.0,4
291,1,0.0,36,1.0,4.0,8.0,3,1.0,6.0,1
292,0,0.0,22,0.0,9.0,0.0,3,4.0,6.0,4
293,1,0.0,19,0.0,8.0,0.0,3,5.0,6.0,1
294,0,1.0,20,1.0,6.0,1.0,2,3.0,3.0,1
295,1,0.0,43,1.0,2.0,3.0,3,3.0,6.0,4
296,1,0.0,43,1.0,3.0,1.0,3,2.0,4.0,1
297,0,1.0,50,1.0,4.0,4.0,1,3.0,6.0,2
298,1,0.0,25,1.0,3.0,1.0,3,2.0,6.0,1
299,1,1.0,61,0.0,1.0,1.0,1,2.0,6.0,2
300,0,1.0,28,1.0,2.0,0.0,2,2.0,6.0,1
301,1,0.0,38,1.0,1.0,1.0,3,1.0,6.0,4
302,1,0.0,25,0.0,7.0,12.0,3,3.0,6.0,1
303,0,0.0,18,0.0,2.0,9.0,3,5.0,4.0,4
304,1,1.0,43,1.0,3.0,1.0,2,5.0,5.0,3
305,0,0.0,27,1.0,1.0,8.0,3,1.0,6.0,2
306,0,0.0,60,1.0,3.0,1.0,3,2.0,6.0,4
308,1,0.0,23,0.0,5.0,6.0,3,4.0,2.0,4
309,1,0.0,36,1.0,1.0,8.0,3,1.0,6.0,1
310,1,0.0,30,0.0,5.0,1.0,3,1.0,3.0,3
311,1,1.0,56,0.0,1.0,1.0,2,2.0,6.0,3
312,0,1.0,52,1.0,1.0,2.0,3,2.0,6.0,3
313,1,1.0,39,1.0,3.0,0.0,3,1.0,6.0,4
314,0,0.0,35,0.0,1.0,5.0,3,1.0,6.0,1
315,1,1.0,33,0.0,4.0,0.0,2,2.0,6.0,2
316,0,0.0,25,1.0,1.0,0.0,3,6.0,6.0,1
317,0,1.0,27,1.0,1.0,0.0,2,2.0,4.0,2
318,1,1.0,35,1.0,1.0,1.0,1,3.0,6.0,1
319,0,1.0,41,1.0,1.0,1.0,2,2.0,6.0,3
320,0,1.0,46,0.0,1.0,8.0,2,2.0,6.0,2
322,1,1.0,43,1.0,5.0,13.0,1,2.0,6.0,2
323,0,1.0,30,1.0,1.0,8.0,3,4.0,6.0,1
324,0,1.0,70,1.0,1.0,1.0,2,4.0,6.0,3
325,0,1.0,89,0.0,6.0,3.0,1,1.0,6.0,4
326,0,1.0,42,0.0,9.0,6.0,1,4.0,6.0,2
327,0,1.0,37,1.0,3.0,6.0,2,3.0,4.0,1
328,1,1.0,29,0.0,7.0,1.0,2,3.0,6.0,4
330,0,0.0,25,0.0,4.0,1.0,3,1.0,4.0,4
331,0,1.0,48,1.0,5.0,0.0,3,2.0,6.0,3
332,0,1.0,51,1.0,5.0,1.0,2,3.0,1.0,3
333,0,1.0,40,1.0,4.0,1.0,1,5.0,2.0,2
334,1,1.0,47,1.0,1.0,0.0,2,6.0,7.0,2
335,1,1.0,35,1.0,7.0,1.0,2,4.0,6.0,3
336,0,0.0,19,0.0,2.0,2.0,3,3.0,6.0,4
337,1,1.0,46,1.0,3.0,0.0,2,3.0,4.0,2
338,1,1.0,86,1.0,6.0,0.0,3,1.0,6.0,2
339,1,1.0,66,1.0,1.0,0.0,1,2.0,6.0,2
340,1,0.0,42,0.0,8.0,1.0,3,5.0,4.0,4
342,1,1.0,72,0.0,4.0,1.0,3,1.0,6.0,1
343,1,1.0,53,1.0,1.0,0.0,3,3.0,6.0,2
344,0,1.0,39,1.0,1.0,8.0,2,2.0,6.0,3
345,0,0.0,27,0.0,9.0,9.0,3,1.0,6.0,4
346,0,0.0,23,0.0,2.0,1.0,3,3.0,4.0,4
347,0,0.0,30,1.0,3.0,0.0,3,4.0,6.0,2
348,0,1.0,39,1.0,1.0,5.0,2,2.0,6.0,3
349,1,1.0,26,1.0,1.0,1.0,2,3.0,6.0,2
350,0,1.0,50,1.0,3.0,7.0,3,3.0,6.0,1
351,0,1.0,45,1.0,1.0,1.0,2,2.0,6.0,3
352,0,0.0,62,0.0,3.0,2.0,3,1.0,6.0,1
353,0,0.0,27,1.0,5.0,1.0,3,3.0,6.0,1
354,0,1.0,30,0.0,4.0,1.0,2,7.0,4.0,1
355,1,0.0,32,0.0,2.0,7.0,3,4.0,3.0,1
356,1,0.0,47,0.0,1.0,3.0,3,3.0,5.0,2
357,0,0.0,32,1.0,1.0,4.0,3,4.0,2.0,1
358,0,1.0,32,0.0,4.0,5.0,3,3.0,1.0,1
359,1,1.0,67,1.0,5.0,1.0,2,4.0,6.0,2
361,1,0.0,31,0.0,3.0,1.0,3,1.0,4.0,1
362,1,1.0,42,1.0,1.0,0.0,3,3.0,4.0,1
363,1,1.0,50,1.0,1.0,1.0,2,4.0,2.0,3
364,1,1.0,71,1.0,1.0,0.0,2,5.0,6.0,3
365,0,1.0,72,0.0,6.0,1.0,3,3.0,6.0,1
366,1,1.0,45,1.0,1.0,9.0,2,2.0,6.0,3
367,0,0.0,40,0.0,4.0,9.0,3,5.0,4.0,1
368,0,0.0,36,1.0,4.0,4.0,3,1.0,6.0,1
369,1,0.0,30,0.0,2.0,4.0,3,4.0,6.0,4
370,0,0.0,29,1.0,2.0,2.0,3,4.0,4.0,2
371,1,0.0,28,1.0,4.0,0.0,3,5.0,4.0,4
373,0,1.0,52,1.0,1.0,14.0,2,2.0,6.0,3
374,1,0.0,26,0.0,1.0,6.0,3,6.0,5.0,4
375,0,0.0,55,1.0,8.0,3.0,3,1.0,6.0,2
376,0,0.0,20,0.0,5.0,4.0,3,4.0,6.0,4
377,0,1.0,87,1.0,6.0,0.0,1,2.0,6.0,3
378,1,0.0,28,0.0,2.0,0.0,3,2.0,4.0,1
379,1,0.0,38,0.0,1.0,2.0,3,2.0,3.0,1
380,1,1.0,42,0.0,3.0,1.0,3,2.0,4.0,2
381,1,1.0,42,0.0,8.0,0.0,1,6.0,4.0,1
382,0,0.0,29,0.0,4.0,1.0,3,4.0,6.0,4
383,1,0.0,32,1.0,5.0,0.0,3,4.0,6.0,1
384,0,1.0,59,0.0,1.0,1.0,1,2.0,6.0,3
385,1,0.0,22,0.0,2.0,0.0,3,2.0,3.0,4
386,0,1.0,78,1.0,1.0,1.0,1,2.0,6.0,3
387,0,0.0,32,1.0,2.0,0.0,3,3.0,4.0,1
388,1,1.0,37,1.0,1.0,0.0,2,4.0,7.0,3
389,1,1.0,37,1.0,2.0,1.0,1,4.0,6.0,2
390,1,1.0,47,0.0,1.0,0.0,1,4.0,6.0,2
391,0,1.0,68,1.0,6.0,0.0,1,2.0,6.0,1
392,1,0.0,30,1.0,2.0,3.0,3,5.0,1.0,3
393,0,1.0,48,1.0,3.0,2.0,3,1.0,1.0,1
394,0,0.0,43,1.0,1.0,6.0,3,1.0,6.0,3
395,1,1.0,33,1.0,2.0,9.0,3,2.0,6.0,4
396,1,1.0,31,0.0,2.0,0.0,2,5.0,4.0,4
397,1,1.0,32,1.0,2.0,1.0,3,2.0,6.0,4
399,0,0.0,29,0.0,9.0,2.0,3,4.0,3.0,4
400,0,1.0,35,1.0,1.0,1.0,3,2.0,4.0,1
401,1,1.0,46,0.0,1.0,0.0,3,3.0,4.0,1
402,0,1.0,38,1.0,1.0,9.0,1,2.0,2.0,2
403,0,0.0,32,1.0,2.0,1.0,3,3.0,6.0,3
404,0,0.0,28,1.0,1.0,3.0,3,7.0,2.0,1
405,0,1.0,68,1.0,6.0,3.0,3,1.0,6.0,1
406,0,1.0,45,1.0,1.0,4.0,3,1.0,6.0,3
407,1,1.0,58,1.0,1.0,0.0,2,3.0,7.0,3
408,1,0.0,28,0.0,3.0,1.0,3,2.0,7.0,1
409,0,0.0,32,0.0,2.0,12.0,3,3.0,6.0,1
410,1,0.0,30,1.0,5.0,1.0,3,1.0,3.0,2
411,0,1.0,42,0.0,9.0,3.0,2,4.0,6.0,4
412,0,0.0,18,0.0,2.0,6.0,3,4.0,7.0,4
413,0,1.0,29,1.0,2.0,8.0,3,3.0,3.0,4
414,0,0.0,33,1.0,2.0,0.0,3,3.0,6.0,1
415,0,1.0,57,1.0,5.0,1.0,3,2.0,7.0,1
416,1,1.0,36,1.0,7.0,1.0,3,3.0,6.0,4
418,1,0.0,18,0.0,2.0,1.0,3,2.0,6.0,4
419,1,1.0,52,1.0,1.0,1.0,2,6.0,6.0,3
420,0,1.0,37,1.0,3.0,0.0,2,2.0,1.0,2
421,1,0.0,36,1.0,8.0,0.0,3,1.0,6.0,1
422,0,0.0,29,1.0,2.0,9.0,3,3.0,4.0,1
423,1,1.0,45,1.0,1.0,1.0,2,4.0,3.0,3
424,1,0.0,61,1.0,1.0,0.0,3,1.0,6.0,2
425,1,1.0,52,1.0,3.0,1.0,2,4.0,6.0,1
426,0,1.0,49,1.0,9.0,14.0,3,1.0,6.0,1
427,0,0.0,31,0.0,2.0,1.0,3,5.0,4.0,3
428,1,1.0,42,0.0,3.0,1.0,3,3.0,4.0,1
429,1,1.0,51,1.0,4.0,1.0,2,5.0,6.0,3
430,0,0.0,42,1.0,2.0,8.0,3,1.0,7.0,4
431,1,0.0,29,1.0,5.0,1.0,3,4.0,6.0,3
432,0,0.0,33,1.0,2.0,8.0,3,1.0,4.0,1
433,0,0.0,21,0.0,2.0,0.0,3,4.0,2.0,4
434,1,1.0,35,0.0,1.0,9.0,2,3.0,6.0,2
435,0,0.0,42,1.0,5.0,0.0,3,1.0,6.0,1
436,0,0.0,41,1.0,1.0,2.0,3,1.0,6.0,3
